Customer_ID,Age,Gender,Country,City,Device_Type,Browser,Session_Duration,Pages_Viewed,Clicked_Ad,Product_Category,Purchase_Amount,Payment_Method,Discount_Applied,Delivery_Time_Days,Return,Customer_Satisfaction,Membership_Level,Loyalty_Points,Referral_Used
CUST1049,37,Female,USA,New York,Mobile,Edge,55.19,12,1,Clothing,166.26,PayPal,1,5,1,1,Platinum,557,1
CUST1050,45,Other,UK,Lahore,Mobile,Chrome,39.34,2,0,Books,409.42,Debit Card,1,12,0,4,Gold,972,0
CUST1051,64,Male,UK,Lahore,Desktop,Firefox,7.1,5,1,Home,207.35,Credit Card,0,2,0,5,Silver,649,0
CUST1052,24,Female,USA,Lahore,Desktop,Chrome,24.72,7,1,Clothing,166.75,Debit Card,0,13,1,2,Gold,982,1
CUST1053,61,Male,Pakistan,Lahore,Mobile,Firefox,44.01,12,0,Beauty,373.71,Cash on Delivery,1,6,1,4,Silver,465,1
CUST1054,25,Other,Canada,Mumbai,Tablet,Safari,47.01,16,1,Home,44.43,Debit Card,0,3,1,2,Silver,287,1
CUST1055,64,Other,Canada,London,Mobile,Chrome,7.97,8,1,Books,29.04,Debit Card,0,6,1,5,None,864,0
CUST1056,52,Other,UK,Toronto,Tablet,Safari,1.0,9,0,Books,226.74,PayPal,0,12,1,2,Gold,675,0
CUST1057,31,Male,Canada,Lahore,Mobile,Edge,43.02,15,0,Books,225.59,Credit Card,1,5,1,3,Gold,411,1
CUST1058,34,Male,USA,Lahore,Tablet,Firefox,22.04,5,1,Electronics,448.34,Debit Card,0,14,0,4,Gold,399,0
CUST1059,53,Male,USA,Lahore,Mobile,Firefox,16.01,13,1,Home,67.45,Debit Card,0,2,1,1,Silver,527,0
CUST1060,57,Male,UK,London,Tablet,Safari,1.76,5,0,Clothing,66.03,Cash on Delivery,1,12,1,2,Gold,17,0
CUST1061,21,Other,UK,New York,Mobile,Edge,32.88,11,0,Books,77.99,Cash on Delivery,1,13,0,4,Gold,135,1
CUST1062,19,Other,UK,New York,Mobile,Chrome,51.22,10,1,Books,19.72,Debit Card,0,14,0,4,None,463,1
CUST1063,23,Female,Pakistan,Mumbai,Tablet,Chrome,57.5,13,1,Electronics,40.51,Credit Card,1,5,0,2,Platinum,758,1
CUST1064,59,Female,Canada,New York,Desktop,Firefox,34.38,9,1,Clothing,331.64,Debit Card,0,5,1,1,Platinum,247,1
CUST1065,21,Male,UK,Lahore,Tablet,Safari,31.35,14,0,Home,218.63,Debit Card,0,14,0,1,Gold,842,1
CUST1066,46,Other,India,Lahore,Desktop,Safari,6.02,18,1,Beauty,382.98,PayPal,1,9,0,2,Gold,709,0
CUST1067,35,Other,India,Lahore,Mobile,Chrome,33.38,15,0,Electronics,496.34,Credit Card,1,11,1,4,Gold,0,0
CUST1068,43,Other,USA,Mumbai,Tablet,Edge,23.42,10,0,Home,331.22,PayPal,0,8,1,1,Gold,701,0
CUST1069,61,Female,Canada,Lahore,Tablet,Edge,36.82,7,0,Beauty,29.98,Credit Card,1,12,1,2,Platinum,380,0
CUST1070,51,Female,UK,New York,Tablet,Chrome,23.93,8,1,Books,56.76,Credit Card,1,12,1,2,None,508,0
CUST1071,27,Other,India,London,Desktop,Chrome,15.18,3,1,Books,441.1,Credit Card,0,7,0,2,Silver,459,0
CUST1072,53,Other,Canada,London,Desktop,Safari,6.6,15,1,Clothing,266.11,PayPal,0,12,1,4,Gold,504,1
CUST1073,31,Other,USA,Toronto,Mobile,Edge,19.58,16,0,Beauty,413.29,PayPal,0,13,0,1,Gold,805,1
CUST1074,48,Female,Pakistan,New York,Desktop,Chrome,6.7,4,1,Books,429.02,PayPal,0,14,1,4,Platinum,475,0
CUST1075,32,Other,Canada,Lahore,Desktop,Chrome,11.44,6,0,Books,464.2,Cash on Delivery,0,3,0,3,Gold,556,1
CUST1076,25,Other,Canada,London,Mobile,Firefox,59.25,1,0,Clothing,475.17,PayPal,0,10,1,1,None,953,0
CUST1077,31,Male,Pakistan,New York,Tablet,Chrome,27.2,4,0,Home,279.64,Cash on Delivery,1,4,1,4,None,848,0
CUST1078,40,Male,Canada,London,Tablet,Chrome,32.38,11,0,Books,173.8,Cash on Delivery,1,6,1,1,Gold,896,1
CUST1079,57,Female,USA,Lahore,Mobile,Edge,52.54,12,0,Electronics,481.12,Cash on Delivery,0,3,0,3,Platinum,31,1
CUST1080,38,Other,USA,London,Tablet,Safari,59.74,5,0,Electronics,275.97,Debit Card,1,11,0,5,Gold,903,0
CUST1081,33,Other,Pakistan,Toronto,Desktop,Edge,35.38,16,1,Home,36.81,Debit Card,1,9,0,2,Gold,117,1
CUST1082,62,Male,UK,Toronto,Mobile,Safari,48.94,13,0,Beauty,323.17,Debit Card,0,8,1,4,Platinum,807,0
CUST1083,35,Female,India,London,Mobile,Firefox,20.29,13,1,Clothing,295.9,Cash on Delivery,1,6,0,3,None,183,0
CUST1084,64,Male,UK,New York,Mobile,Chrome,19.04,17,0,Electronics,448.42,Cash on Delivery,1,4,1,3,Silver,190,0
CUST1085,41,Male,Canada,New York,Tablet,Firefox,24.76,7,1,Electronics,328.33,Credit Card,0,7,1,1,Gold,746,0
CUST1086,43,Male,India,New York,Mobile,Safari,40.68,8,1,Home,177.78,Cash on Delivery,1,13,1,1,None,749,0
CUST1087,42,Male,Pakistan,London,Mobile,Edge,41.25,13,1,Beauty,483.28,Debit Card,1,11,0,2,Gold,727,1
CUST1088,62,Other,Pakistan,New York,Mobile,Edge,19.6,16,1,Beauty,401.8,Cash on Delivery,0,3,1,1,Silver,73,0
CUST1089,58,Other,India,Lahore,Tablet,Firefox,8.86,4,0,Home,317.06,Cash on Delivery,1,10,0,4,Platinum,622,1
CUST1090,46,Male,USA,Toronto,Desktop,Safari,38.31,8,0,Electronics,150.0,Credit Card,1,8,1,4,None,102,0
CUST1091,32,Female,India,Lahore,Mobile,Firefox,8.57,16,0,Clothing,189.9,Cash on Delivery,1,1,1,4,Silver,870,1
CUST1092,62,Female,Canada,New York,Desktop,Firefox,35.13,10,0,Electronics,336.64,PayPal,0,3,1,5,Gold,585,0
CUST1093,18,Female,USA,Lahore,Tablet,Chrome,41.91,12,1,Beauty,40.63,Credit Card,0,11,0,4,Silver,419,1
CUST1094,42,Female,Pakistan,New York,Tablet,Firefox,42.34,12,1,Electronics,132.06,Cash on Delivery,1,5,0,1,None,472,0
CUST1095,24,Male,India,London,Tablet,Chrome,45.45,5,1,Clothing,358.38,Cash on Delivery,1,5,1,1,Platinum,763,0
CUST1096,26,Other,UK,Lahore,Tablet,Chrome,52.5,16,0,Books,242.61,Credit Card,0,10,0,4,Gold,113,1
CUST1097,41,Female,UK,London,Desktop,Edge,30.5,1,1,Electronics,204.18,Cash on Delivery,0,14,0,3,Platinum,378,1
CUST1098,18,Male,Canada,London,Mobile,Chrome,44.08,9,0,Home,79.97,Debit Card,1,2,1,3,Platinum,312,1
CUST1099,61,Female,UK,Mumbai,Tablet,Chrome,37.53,12,1,Books,223.72,PayPal,0,10,1,3,Silver,329,1
CUST1100,25,Female,India,New York,Tablet,Edge,12.01,5,1,Home,386.49,PayPal,1,8,0,2,Silver,338,1
CUST1101,41,Male,India,Toronto,Desktop,Firefox,2.52,3,1,Home,135.69,Debit Card,1,5,1,5,None,237,1
CUST1102,28,Other,UK,New York,Desktop,Safari,17.79,5,1,Home,7.67,Cash on Delivery,0,7,1,4,None,172,0
CUST1103,34,Other,India,Toronto,Tablet,Safari,27.14,2,1,Electronics,335.91,Cash on Delivery,0,7,0,2,Platinum,78,0
CUST1104,25,Male,Canada,New York,Mobile,Safari,37.41,14,0,Beauty,486.45,PayPal,1,14,0,3,None,463,0
CUST1105,52,Other,USA,London,Mobile,Firefox,51.15,2,1,Books,305.38,Cash on Delivery,1,5,1,4,Platinum,897,1
CUST1106,52,Male,Canada,Lahore,Tablet,Chrome,12.58,13,0,Clothing,64.36,PayPal,0,8,0,2,Gold,604,1
CUST1107,50,Male,Canada,Lahore,Desktop,Safari,8.41,7,0,Beauty,163.76,PayPal,1,9,0,1,Platinum,963,1
CUST1108,22,Male,India,Mumbai,Tablet,Firefox,57.85,10,0,Electronics,434.48,Debit Card,0,4,1,3,None,500,0
CUST1109,59,Other,USA,Toronto,Tablet,Chrome,7.37,13,0,Home,120.12,PayPal,0,4,1,2,None,561,1
CUST1110,56,Male,India,Toronto,Desktop,Edge,29.23,16,0,Clothing,305.81,Cash on Delivery,0,8,1,1,Platinum,284,0
CUST1111,58,Female,Pakistan,Toronto,Tablet,Safari,35.55,14,0,Books,204.32,Cash on Delivery,0,1,1,3,Silver,222,1
CUST1112,45,Other,India,London,Tablet,Chrome,32.94,11,0,Beauty,107.88,Credit Card,0,4,0,5,Platinum,592,1
CUST1113,24,Other,India,Toronto,Tablet,Safari,6.08,10,0,Beauty,407.64,Cash on Delivery,1,6,0,3,Platinum,265,1
CUST1114,26,Other,India,Lahore,Desktop,Safari,4.36,6,1,Clothing,372.7,Credit Card,0,13,1,5,Silver,666,0
CUST1115,25,Other,USA,London,Mobile,Safari,7.22,4,1,Electronics,332.49,PayPal,0,4,1,5,Gold,372,1
CUST1116,29,Female,India,New York,Mobile,Chrome,35.55,1,0,Books,121.99,Cash on Delivery,0,6,1,5,Silver,232,0
CUST1117,51,Other,USA,Toronto,Desktop,Firefox,33.12,7,0,Clothing,53.44,Debit Card,0,5,1,4,None,910,1
CUST1118,50,Other,UK,Toronto,Mobile,Chrome,14.79,9,0,Home,290.2,Debit Card,0,14,0,4,Silver,827,1
CUST1119,40,Male,Pakistan,New York,Tablet,Safari,38.63,8,1,Books,279.07,Debit Card,0,9,0,5,None,235,1
CUST1120,41,Other,USA,Toronto,Mobile,Chrome,49.38,5,1,Beauty,98.25,PayPal,0,10,1,1,None,670,1
CUST1121,54,Female,UK,New York,Tablet,Edge,3.45,19,0,Clothing,32.84,PayPal,1,9,1,5,Platinum,916,0
CUST1122,52,Female,USA,London,Mobile,Firefox,30.39,10,0,Beauty,44.95,Credit Card,1,4,0,2,Platinum,827,1
CUST1123,61,Female,USA,Lahore,Desktop,Chrome,41.67,11,1,Beauty,496.42,Debit Card,1,13,0,5,Gold,762,0
CUST1124,57,Female,Pakistan,New York,Mobile,Edge,15.89,15,1,Beauty,392.87,Credit Card,1,14,0,4,None,313,1
CUST1125,39,Other,Canada,Mumbai,Mobile,Firefox,19.16,6,0,Electronics,461.38,Credit Card,0,4,0,4,Platinum,936,1
CUST1126,44,Other,Canada,New York,Mobile,Edge,37.2,15,0,Beauty,101.55,Cash on Delivery,1,12,1,2,None,941,1
CUST1127,52,Female,USA,Toronto,Desktop,Firefox,53.98,5,0,Home,480.48,Cash on Delivery,0,8,0,2,Gold,812,0
CUST1128,18,Female,India,London,Mobile,Chrome,48.79,19,0,Home,75.61,Debit Card,1,10,0,3,None,379,1
CUST1129,52,Other,UK,London,Desktop,Edge,35.4,19,1,Books,257.0,PayPal,1,4,0,1,Gold,793,0
CUST1130,54,Female,India,New York,Tablet,Safari,44.08,10,1,Beauty,415.7,Cash on Delivery,0,2,1,1,Gold,613,0
CUST1131,64,Male,India,Lahore,Mobile,Edge,22.52,12,0,Beauty,178.15,PayPal,0,13,1,1,Gold,562,1
CUST1132,31,Female,USA,Mumbai,Desktop,Firefox,38.82,4,0,Clothing,215.29,Credit Card,1,13,0,4,Platinum,419,0
CUST1133,20,Female,USA,London,Desktop,Chrome,28.5,18,0,Electronics,68.45,Credit Card,1,14,0,1,Silver,51,1
CUST1134,18,Male,USA,Toronto,Mobile,Firefox,12.21,16,1,Books,65.85,Credit Card,1,2,1,3,Silver,720,0
CUST1135,22,Male,USA,Toronto,Tablet,Edge,42.4,8,0,Beauty,311.69,Credit Card,1,1,1,3,Platinum,818,0
CUST1136,43,Other,Canada,Lahore,Desktop,Edge,33.83,4,0,Clothing,339.39,Debit Card,0,5,0,1,None,642,0
CUST1137,31,Other,USA,London,Mobile,Safari,22.16,12,0,Electronics,389.78,Credit Card,1,6,1,2,Platinum,508,0
CUST1138,56,Male,Canada,New York,Tablet,Chrome,54.77,2,1,Books,280.56,Cash on Delivery,1,9,0,3,None,781,1
CUST1139,44,Male,Canada,Toronto,Desktop,Chrome,2.24,4,0,Books,324.65,Credit Card,1,5,1,2,Gold,944,0
CUST1140,26,Other,USA,Lahore,Desktop,Edge,19.63,5,1,Beauty,11.69,PayPal,1,13,0,4,Platinum,204,1
CUST1141,32,Female,Pakistan,London,Tablet,Chrome,4.36,3,0,Books,85.27,Cash on Delivery,1,6,0,3,Silver,730,0
CUST1142,32,Male,UK,London,Tablet,Safari,46.23,9,0,Clothing,492.53,PayPal,0,6,1,2,None,256,1
CUST1143,43,Other,India,London,Mobile,Firefox,42.42,18,0,Books,42.62,PayPal,0,3,0,1,Platinum,184,1
CUST1144,59,Female,Canada,London,Mobile,Chrome,20.55,11,1,Home,341.0,Debit Card,0,12,1,4,Platinum,144,0
CUST1145,30,Male,UK,London,Desktop,Edge,40.86,3,0,Clothing,92.16,Debit Card,0,4,1,5,None,689,0
CUST1146,49,Female,Pakistan,Toronto,Tablet,Firefox,24.36,2,0,Electronics,359.78,PayPal,0,1,1,5,Gold,993,1
CUST1147,56,Other,India,Lahore,Tablet,Firefox,45.62,9,1,Electronics,354.47,PayPal,1,4,0,1,Gold,13,0
CUST1148,49,Male,India,London,Tablet,Safari,27.8,14,1,Beauty,120.93,Credit Card,0,1,0,4,Gold,245,0
CUST1149,21,Female,Canada,Mumbai,Desktop,Edge,25.32,4,1,Beauty,138.47,Cash on Delivery,0,5,0,4,Gold,186,0
CUST1150,47,Male,USA,Mumbai,Tablet,Chrome,56.15,9,0,Home,329.11,Credit Card,1,11,1,4,None,336,0
CUST1151,54,Female,Pakistan,Lahore,Tablet,Edge,15.8,13,1,Electronics,198.09,Debit Card,0,11,0,4,Silver,258,0
CUST1152,40,Other,Canada,New York,Desktop,Firefox,8.11,18,0,Electronics,101.3,Debit Card,0,8,0,5,Platinum,865,0
CUST1153,56,Other,Pakistan,New York,Mobile,Edge,35.49,15,1,Electronics,367.18,Credit Card,0,8,0,2,Platinum,39,0
CUST1154,62,Male,USA,New York,Mobile,Chrome,58.19,10,1,Electronics,81.3,Cash on Delivery,0,5,0,4,Gold,600,0
CUST1155,32,Female,USA,Mumbai,Desktop,Chrome,23.29,16,1,Books,428.54,PayPal,1,14,1,2,None,636,0
CUST1156,60,Male,Canada,New York,Tablet,Safari,4.66,12,0,Clothing,259.76,Credit Card,1,10,0,4,Silver,961,1
CUST1157,46,Male,USA,Toronto,Desktop,Chrome,21.02,5,0,Clothing,57.32,Debit Card,0,2,1,3,Silver,417,0
CUST1158,53,Female,UK,London,Mobile,Chrome,30.85,2,0,Home,348.57,Cash on Delivery,1,12,1,3,Platinum,985,0
CUST1159,30,Female,India,Mumbai,Mobile,Edge,10.55,10,0,Books,261.99,Debit Card,0,6,1,3,Gold,350,0
CUST1160,49,Female,Canada,Lahore,Desktop,Edge,39.83,1,0,Electronics,152.54,Cash on Delivery,1,1,1,4,Platinum,8,0
CUST1161,24,Other,Pakistan,Lahore,Desktop,Firefox,59.87,7,0,Electronics,214.16,Cash on Delivery,1,7,0,2,Platinum,349,0
CUST1162,39,Male,UK,London,Mobile,Safari,27.65,17,0,Beauty,152.68,Cash on Delivery,1,11,0,5,Silver,83,1
CUST1163,45,Male,Canada,Mumbai,Desktop,Edge,21.93,16,0,Beauty,135.2,Credit Card,1,4,0,1,None,532,1
CUST1164,19,Other,USA,New York,Mobile,Chrome,24.64,3,0,Home,85.99,Credit Card,1,5,1,5,Silver,988,0
CUST1165,59,Female,USA,New York,Desktop,Firefox,7.79,14,1,Electronics,184.57,Credit Card,1,6,0,4,Platinum,792,1
CUST1166,62,Other,USA,Toronto,Desktop,Edge,53.11,10,1,Home,129.24,Cash on Delivery,1,11,1,3,Gold,357,0
CUST1167,23,Other,USA,Toronto,Desktop,Safari,25.47,7,0,Books,343.3,Cash on Delivery,1,1,0,3,Gold,377,0
CUST1168,45,Other,Pakistan,New York,Mobile,Safari,23.85,17,0,Clothing,343.52,Debit Card,1,9,0,2,None,171,1
CUST1169,45,Male,UK,Lahore,Desktop,Firefox,39.92,6,0,Electronics,253.41,PayPal,1,10,0,4,None,24,1
CUST1170,61,Other,India,Lahore,Mobile,Firefox,27.08,4,0,Books,390.08,Credit Card,1,4,1,5,None,392,1
CUST1171,61,Male,Pakistan,Toronto,Mobile,Firefox,39.25,17,1,Electronics,421.46,Cash on Delivery,0,8,0,4,Platinum,102,1
CUST1172,37,Male,Pakistan,London,Desktop,Firefox,4.63,9,1,Beauty,291.98,Debit Card,1,5,1,4,Platinum,701,1
CUST1173,47,Male,India,New York,Desktop,Firefox,49.01,4,0,Home,311.37,Debit Card,0,11,1,3,None,235,0
CUST1174,28,Female,India,Toronto,Mobile,Chrome,56.49,7,1,Beauty,145.03,Debit Card,1,8,1,5,Gold,409,0
CUST1175,45,Male,USA,Toronto,Mobile,Chrome,39.28,2,1,Clothing,447.96,Credit Card,0,1,0,1,Gold,824,0
CUST1176,42,Male,Pakistan,New York,Tablet,Edge,57.32,17,0,Beauty,16.98,Credit Card,0,8,0,3,Gold,548,1
CUST1177,56,Female,Canada,New York,Mobile,Safari,9.93,8,0,Electronics,177.56,PayPal,0,11,1,5,Platinum,783,0
CUST1178,50,Male,India,Lahore,Tablet,Chrome,29.17,15,0,Beauty,362.29,Debit Card,1,13,1,2,Silver,804,1
CUST1179,18,Other,India,London,Tablet,Chrome,36.51,15,0,Electronics,44.64,Credit Card,1,11,1,3,Gold,331,0
CUST1180,44,Other,UK,London,Tablet,Chrome,35.32,8,1,Clothing,95.67,Debit Card,1,4,1,2,Gold,663,1
CUST1181,30,Male,Canada,New York,Desktop,Edge,24.69,16,0,Beauty,296.7,Cash on Delivery,1,2,1,3,Gold,793,1
CUST1182,58,Female,Canada,Mumbai,Desktop,Firefox,20.95,19,1,Home,282.2,Debit Card,0,11,0,4,None,531,0
CUST1183,20,Other,India,Toronto,Mobile,Edge,8.48,11,0,Home,370.77,PayPal,1,6,0,5,Platinum,648,0
CUST1184,56,Female,USA,Toronto,Tablet,Safari,24.11,2,1,Home,407.24,Credit Card,1,2,0,2,None,982,0
CUST1185,23,Female,UK,New York,Desktop,Safari,10.6,17,0,Beauty,68.65,Cash on Delivery,1,5,1,3,None,870,0
CUST1186,25,Other,Canada,Mumbai,Desktop,Safari,44.33,16,0,Beauty,14.1,Credit Card,1,2,1,2,Silver,28,1
CUST1187,44,Female,India,Lahore,Desktop,Safari,13.32,15,1,Beauty,346.37,Cash on Delivery,1,3,0,3,None,542,0
CUST1188,26,Other,Canada,New York,Desktop,Chrome,4.46,13,1,Electronics,154.19,Debit Card,1,11,0,3,Silver,18,1
CUST1189,54,Female,UK,New York,Desktop,Chrome,33.59,15,1,Clothing,314.86,Debit Card,1,6,1,1,None,147,0
CUST1190,50,Other,UK,Toronto,Tablet,Edge,36.12,4,0,Home,79.52,PayPal,1,1,1,1,Gold,470,0
CUST1191,59,Male,Pakistan,New York,Tablet,Firefox,52.44,16,1,Electronics,237.17,PayPal,0,6,1,1,Platinum,490,0
CUST1192,61,Other,India,New York,Tablet,Safari,35.04,12,1,Home,254.69,Cash on Delivery,0,3,0,2,None,282,0
CUST1193,41,Other,UK,New York,Tablet,Edge,21.38,4,1,Electronics,294.61,PayPal,1,7,1,4,Silver,861,0
CUST1194,32,Other,Pakistan,Toronto,Mobile,Chrome,48.38,3,1,Beauty,259.02,PayPal,1,2,1,3,Platinum,852,1
CUST1195,49,Other,Pakistan,Lahore,Tablet,Chrome,32.88,17,1,Home,250.37,PayPal,1,14,1,5,Silver,811,0
CUST1196,49,Female,Canada,Lahore,Desktop,Firefox,5.68,18,1,Beauty,169.7,PayPal,1,6,0,1,Gold,674,1
CUST1197,41,Male,Canada,New York,Tablet,Firefox,34.39,18,1,Home,40.23,Debit Card,0,8,1,2,None,112,0
CUST1198,58,Other,Pakistan,Toronto,Mobile,Firefox,54.57,17,1,Books,49.31,PayPal,0,1,0,2,Platinum,454,1
CUST1199,29,Female,Canada,Lahore,Desktop,Edge,24.38,12,1,Electronics,219.72,Debit Card,1,11,1,2,Gold,661,0
CUST1200,56,Male,UK,Lahore,Tablet,Chrome,18.48,4,0,Books,181.12,Debit Card,0,11,1,5,None,329,0
CUST1201,19,Male,USA,Lahore,Tablet,Chrome,9.46,12,0,Electronics,260.49,Credit Card,0,13,0,5,None,254,0
CUST1202,20,Male,UK,Toronto,Tablet,Firefox,9.94,15,1,Clothing,155.89,Debit Card,1,9,1,1,Silver,598,1
CUST1203,54,Male,Pakistan,Toronto,Desktop,Safari,26.53,16,0,Home,345.52,Debit Card,1,5,0,5,Silver,398,1
CUST1204,34,Other,Pakistan,New York,Desktop,Firefox,36.15,5,0,Clothing,432.66,PayPal,1,5,1,1,Gold,861,0
CUST1205,19,Other,UK,London,Mobile,Edge,5.76,15,1,Clothing,152.94,Debit Card,0,13,0,5,Silver,609,0
